name,brand,gender,category,size,price,composition,color,url,img_url,article_no
Sandaler kavat sand wp gul,polarnopyret,unisex,"Outlet
(77)",29 30,100 kr 199 kr,100% Gummi,Gul,https://www.polarnopyret.se/barnklader/outlet/sandaler-kavat-sand-wp-gul-60367861-613,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852795786_12.jpg?ref=495348EEB1&w=960&h=960&mode=max,60367861
Overall med hjärtfickor nyfödd rosa,polarnopyret,unisex,"Outlet
(77)",68,100 kr 249 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/outlet/overall-med-hjartfickor-nyfodd-rosa-60380589-737,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852909404.jpg?ref=03E71489F0&w=960&h=960&mode=max,60380589
Frottéstrumpor med hundar nyfödd vit,polarnopyret,unisex,"Outlet
(77)",16 18,20 kr 49 kr,"80% Bomull, 18% Polyamid, 2% Elastane",Vit,https://www.polarnopyret.se/barnklader/outlet/frottestrumpor-med-hundar-nyfodd-vit-60381252-545,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852932976.jpg?ref=9921545D86&w=960&h=960&mode=max,60381252
Randig keps ljusrosa,polarnopyret,unisex,"Outlet
(77)",44 46,64 kr 129 kr,"95% Bomull, 5% Elastan",Ljusrosa,https://www.polarnopyret.se/barnklader/outlet/randig-keps-ljusrosa-60372726-622,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852676795.jpg?ref=67CD54619F&w=960&h=960&mode=max,60372726
Enfärgade strumpor nyfödd rosa,polarnopyret,unisex,"Outlet
(77)",16 18,20 kr 49 kr,"79% Bomull, 19% Polyamid, 2% Elastan",Rosa,https://www.polarnopyret.se/barnklader/outlet/enfargade-strumpor-nyfodd-rosa-60381191-737,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852931290.jpg?ref=600E3B4A14&w=960&h=960&mode=max,60381191
Fluga mörk marinblå,polarnopyret,unisex,"Outlet
(77)",One size,99 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/kollektioner/festklader/fluga-mork-marinbla-60392660-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853330467.jpg?ref=9168D54470&w=960&h=960&mode=max,60392660
2-pack ankelstrumpor mörk marinblå,polarnopyret,unisex,"Outlet
(77)",40 42,40 kr 79 kr,"79% Bomull, 19% Polyamid, 2% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/outlet/2-pack-ankelstrumpor-mork-marinbla-60367624-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852532350.jpg?ref=812EB89A04&w=960&h=960&mode=max,60367624
2-pack ankelstrumpor rosa,polarnopyret,unisex,"Outlet
(77)",40 42,40 kr 79 kr,"79% Bomull, 19% Polyamid, 2% Elastan",Rosa,https://www.polarnopyret.se/barnklader/outlet/2-pack-ankelstrumpor-rosa-60367624-621,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852532367.jpg?ref=E95A7ADE77&w=960&h=960&mode=max,60367624
Multirandig mössa turkos,polarnopyret,unisex,"Outlet
(77)",56 58,40 kr 149 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/outlet/multirandig-mossa-turkos-60379071-653,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852863324.jpg?ref=76B29D9B8B&w=960&h=960&mode=max,60379071
Skjorta med broderad bil vit,polarnopyret,unisex,"Outlet
(77)",116,120 kr 299 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/outlet/skjorta-med-broderad-bil-vit-60380627-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852911094.jpg?ref=91D5475F28&w=960&h=960&mode=max,60380627
Finstickad tröja rosa,polarnopyret,unisex,"Outlet
(77)",110 116,140 kr 349 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/outlet/finstickad-troja-rosa-60380568-723,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852908292.jpg?ref=51211AFC3C&w=960&h=960&mode=max,60380568
Mössa med ugglemönster gul,polarnopyret,unisex,"Outlet
(77)",56 58,80 kr 249 kr,100% Ull,Gul,https://www.polarnopyret.se/barnklader/outlet/mossa-med-ugglemonster-gul-60382468-695,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852978660.jpg?ref=EE9E6A778A&w=960&h=960&mode=max,60382468
Puffjacka med huva rosa,polarnopyret,unisex,"Outlet
(77)",152,304 kr 799 kr,Yttertyg: 100% Polyester Vaddering: 100% Polyester Foder: 100% Polyester,Rosa,https://www.polarnopyret.se/barnklader/outlet/puffjacka-med-huva-rosa-60384839-743,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853068520.jpg?ref=9F75E41049&w=960&h=960&mode=max,60384839
Polokrage ull gråmelange,polarnopyret,unisex,"Outlet
(77)",48 50,199 kr,100% Ull,Gråmelange,https://www.polarnopyret.se/barnklader/outlet/polokrage-ull-gramelange-60382211-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852970077.jpg?ref=17640EEB73&w=960&h=960&mode=max,60382211
Velourtröja baby mörk marinblå,polarnopyret,unisex,"Outlet
(77)",92,120 kr 299 kr,"80% Bomull, 20% Polyester",Mörk marinblå,https://www.polarnopyret.se/barnklader/outlet/velourtroja-baby-mork-marinbla-60392562-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853326897.jpg?ref=FBBF3D2526&w=960&h=960&mode=max,60392562
Enfärgade boxertrosor rosa,polarnopyret,unisex,"Outlet
(77)",146 152,50 kr 99 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/outlet/enfargade-boxertrosor-rosa-60377241-624,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852797711.jpg?ref=D44C58DFBE&w=960&h=960&mode=max,60377241
Randig topp med rådjursfickor baby svart,polarnopyret,unisex,"Outlet
(77)",92,124 kr 249 kr,"88% Bomull, 6% Polyester, 3% Polyamid, 3% Metallic",Svart,https://www.polarnopyret.se/barnklader/outlet/randig-topp-med-radjursfickor-baby-svart-60384853-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853069282.jpg?ref=5B4D748E25&w=960&h=960&mode=max,60384853
T-shirt med tryck baby turkos,polarnopyret,unisex,"Solhattar
(33)",80,50 kr 99 kr,"95% Bomull, 5% Elastan",Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-baby-turkos-60408639-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830547.jpg?ref=E23BD844B6&w=960&h=960&mode=max,60408639
2-pack strumpor med halkskydd blå,polarnopyret,unisex,"Solhattar
(33)",28 30,50 kr 99 kr,"82% Bomull, 16% Polyamid, 2% Elastan",Blå,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/2-pack-strumpor-med-halkskydd-bla-60400294-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853552463.jpg?ref=19035E6AF2&w=960&h=960&mode=max,60400294
Keps med p- applikation mörk marinblå,polarnopyret,unisex,"Solhattar
(33)",52 54,74 kr 149 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-mork-marinbla-60403449-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646841.jpg?ref=0F2AD6433F&w=960&h=960&mode=max,60403449
Enfärgade leggings rosa,polarnopyret,unisex,"Solhattar
(33)",116,90 kr 179 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underdelar/leggings/enfargade-leggings-rosa-60403995-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853668157.jpg?ref=37CAD4411F&w=960&h=960&mode=max,60403995
Badblöja med undervattenstryck baby rosa,polarnopyret,unisex,"Solhattar
(33)",74 80,100 kr 199 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/badklader/badbyxor/badbloja-med-undervattenstryck-baby-rosa-60403330-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641259.jpg?ref=0BD391E0B8&w=960&h=960&mode=max,60403330
Randig pikétröja baby ljusblå,polarnopyret,unisex,"Solhattar
(33)",80,100 kr 199 kr,100% Bomull,Ljusblå,https://www.polarnopyret.se/barnklader/kollektioner/festklader/randig-piketroja-baby-ljusbla-60408646-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853838819.jpg?ref=5DB2FD7763&w=960&h=960&mode=max,60408646
T-shirt med avtagbara masker blå,polarnopyret,unisex,"Solhattar
(33)",116,150 kr 299 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-avtagbara-masker-bla-60408654-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831179_2.jpg?ref=3643C64171&w=960&h=960&mode=max,60408654
Enfärgade shorts mörkblå,polarnopyret,unisex,"Solhattar
(33)",116,100 kr 199 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/underdelar/shorts/enfargade-shorts-morkbla-60408361-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853819023.jpg?ref=0B7E8C7461&w=960&h=960&mode=max,60408361
T-shirt med textbrodyr och applikation beige,polarnopyret,unisex,"Solhattar
(33)",122 128,124 kr 249 kr,100% Bomull,Beige,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-textbrodyr-och-applikation-beige-60404002-317,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853668713.jpg?ref=3E04BB1112&w=960&h=960&mode=max,60404002
Randig tröja med applikation rosa,polarnopyret,unisex,"Solhattar
(33)",80,100 kr 199 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/randig-troja-med-applikation-rosa-60400546-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853566415.jpg?ref=B9049B6E04&w=960&h=960&mode=max,60400546
Sweatshirt med slangbellor orange,polarnopyret,unisex,"Solhattar
(33)",146 152,200 kr 399 kr,100% Bomull,Orange,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/sweatshirt-med-slangbellor-orange-60400497-574,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853563773.jpg?ref=EDD08178B2&w=960&h=960&mode=max,60400497
Topp med blomtryck baby vit,polarnopyret,unisex,"Solhattar
(33)",80,124 kr 249 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/kollektioner/festklader/topp-med-blomtryck-baby-vit-60408642-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853838796.jpg?ref=637CC16450&w=960&h=960&mode=max,60408642
Keps med p- applikation rosa,polarnopyret,unisex,"Solhattar
(33)",52 54,74 kr 149 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-rosa-60403449-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853750494.jpg?ref=4E4EEF21B8&w=960&h=960&mode=max,60403449
Badbyxor mörk marinblå,polarnopyret,unisex,"Solhattar
(33)",110 116,90 kr 179 kr,"80% Polyamid, 20% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/badklader/badbyxor/badbyxor-mork-marinbla-60403332-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641297.jpg?ref=073444C629&w=960&h=960&mode=max,60403332
Sweatshirtshorts med tryck beige,polarnopyret,unisex,"Solhattar
(33)",146 152,150 kr 299 kr,100% Bomull,Beige,https://www.polarnopyret.se/barnklader/underdelar/shorts/sweatshirtshorts-med-tryck-beige-60408459-317,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853939691.jpg?ref=9CCE1B7C26&w=960&h=960&mode=max,60408459
Sweatshirtshorts med banantryck turkos,polarnopyret,unisex,"Solhattar
(33)",146 152,150 kr 299 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/underdelar/shorts/sweatshirtshorts-med-banantryck-turkos-60408460-833,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853823136.jpg?ref=6D1700B3F2&w=960&h=960&mode=max,60408460
Frottétröja med tryck gul,polarnopyret,unisex,"Solhattar
(33)",146 152,174 kr 349 kr,"80% Bomull,20% Polyester",Gul,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/frottetroja-med-tryck-gul-60408647-613,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830790.jpg?ref=6C1FFD7E83&w=960&h=960&mode=max,60408647
Topp med kattapplikation lila,polarnopyret,unisex,"Solhattar
(33)",116,124 kr 249 kr,"95% Bomull, 5% Elastan",Lila,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/topp-med-kattapplikation-lila-60404140-787,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853676565.jpg?ref=AF7032494B&w=960&h=960&mode=max,60404140
Linne med leopardtryck korallrosa,polarnopyret,unisex,"Solhattar
(33)",116,124 kr 249 kr,"97% Bomull,3% Elastan",Korallrosa,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/linne-med-leopardtryck-korallrosa-60408524-851,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853827325.jpg?ref=47FE1ABFE3&w=960&h=960&mode=max,60408524
Body med krage baby turkos,polarnopyret,unisex,"Solhattar
(33)",68,114 kr 229 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/overdelar/bodies-sparkdrakter/body-med-krage-baby-turkos-60408536-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853828070.jpg?ref=611971242A&w=960&h=960&mode=max,60408536
Jeansshorts ljus denim,polarnopyret,unisex,"Solhattar
(33)",152,150 kr 299 kr,100% Bomull,Ljus denim,https://www.polarnopyret.se/barnklader/underdelar/shorts/jeansshorts-ljus-denim-60408448-989,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853822917.jpg?ref=5604E65F63&w=960&h=960&mode=max,60408448
Topp med fransar turkos,polarnopyret,unisex,"Solhattar
(33)",116,124 kr 249 kr,"95% Bomull,5% Elastan",Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/topp-med-fransar-turkos-60408471-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853824041.jpg?ref=F3CC9A0C21&w=960&h=960&mode=max,60408471
Prickig badblöja baby mörk marinblå,polarnopyret,unisex,"Solhattar
(33)",74 80,100 kr 199 kr,"78% Polyamid, 22% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/badklader/badbyxor/prickig-badbloja-baby-mork-marinbla-60403322-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641082.jpg?ref=F669B2502B&w=960&h=960&mode=max,60403322
Randig playsuit baby mörkblå,polarnopyret,unisex,"Solhattar
(33)",80,124 kr 249 kr,"95% Bomull, 5% Elastan",Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/bodies-sparkdrakter/randig-playsuit-baby-morkbla-60408577-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853829107_5.jpg?ref=C948621ADA&w=960&h=960&mode=max,60408577
Klänning med små blommor mörkblå,polarnopyret,unisex,"Solhattar
(33)",116,200 kr 399 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/klanningar/klanning-med-sma-blommor-morkbla-60408227-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853818156.jpg?ref=65972C12D9&w=960&h=960&mode=max,60408227
Randig klänning turkos,polarnopyret,unisex,"Solhattar
(33)",116,200 kr 399 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/overdelar/klanningar/randig-klanning-turkos-60408358-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853818880.jpg?ref=A45C2EA689&w=960&h=960&mode=max,60408358
Kjol med broderi vit,polarnopyret,unisex,"Solhattar
(33)",152,150 kr 299 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/underdelar/kjolar/kjol-med-broderi-vit-60408377-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853820036.jpg?ref=65AB4B4185&w=960&h=960&mode=max,60408377
Randig jumpsuit ljusblå,polarnopyret,unisex,"Solhattar
(33)",116,200 kr 399 kr,100% Bomull,Ljusblå,https://www.polarnopyret.se/barnklader/underdelar/byxor-jumpsuits/randig-jumpsuit-ljusbla-60408424-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853821804.jpg?ref=73B127ECF8&w=960&h=960&mode=max,60408424
Linne med broderi vit,polarnopyret,unisex,"Solhattar
(33)",152,150 kr 299 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/linne-med-broderi-vit-60408638-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830325.jpg?ref=34A1691794&w=960&h=960&mode=max,60408638
T-shirt med texttryck baby vit,polarnopyret,unisex,"Solhattar
(33)",80,74 kr 149 kr,"95% Bomull, 5% Elastan",Vit,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-texttryck-baby-vit-60403725-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853656161.jpg?ref=802B0EAA5A&w=960&h=960&mode=max,60403725
Pikétröja med hawaiiblommor mörkblå,polarnopyret,unisex,"Solhattar
(33)",146 152,150 kr 299 kr,"95% Bomull, 5% Elastan",Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/piketroja-med-hawaiiblommor-morkbla-60408673-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853832633.jpg?ref=41DA8D83DC&w=960&h=960&mode=max,60408673
Mjuka byxor med knytband nyfödd rosa,polarnopyret,unisex,"Solhattar
(33)",68,74 kr 149 kr,"95% Bomull, 5% Elastan.",Rosa,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/mjuka-byxor-med-knytband-nyfodd-rosa-60380463-737,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852903754.jpg?ref=2423C1F304&w=960&h=960&mode=max,60380463
Uv-tröja med volang rosa,polarnopyret,unisex,"Solhattar
(33)",122 128,150 kr 299 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/badklader/uv-klader/uv-troja-med-volang-rosa-60403277-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853640009.jpg?ref=4BF60C26A7&w=960&h=960&mode=max,60403277
Snurrklänning med blomtryck mörk marinblå,polarnopyret,unisex,"Solhattar
(33)",116,200 kr 399 kr,Yttertyg: 100% Viskos Foder: 100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/overdelar/klanningar/snurrklanning-med-blomtryck-mork-marinbla-60403677-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853652804.jpg?ref=E950224B4B&w=960&h=960&mode=max,60403677
Korta leggings baby mörkblå,polarnopyret,unisex,"Solhattar
(33)",80,50 kr 99 kr,"95% Bomull, 5% Elastan",Mörkblå,https://www.polarnopyret.se/barnklader/underdelar/leggings/korta-leggings-baby-morkbla-60408568-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853828766.jpg?ref=6751CF15A4&w=960&h=960&mode=max,60408568
Raggsockor ull baby gråmelange,polarnopyret,unisex,"Solhattar
(33)",22 24,74 kr 149 kr,"65% Ull, 30% Polyamid, 5% Elastan",Gråmelange,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/raggsockor-ull-baby-gramelange-60384862-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853069657.jpg?ref=3692BF8E92&w=960&h=960&mode=max,60384862
Tröja med små giraffer baby gråmelange,polarnopyret,unisex,"Solhattar
(33)",80,100 kr 199 kr,"97% Bomull,3% Elastan",Gråmelange,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/troja-med-sma-giraffer-baby-gramelange-60408635-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830127.jpg?ref=CFB7D01B75&w=960&h=960&mode=max,60408635
Klänning med elastisk smock grön,polarnopyret,unisex,"Solhattar
(33)",152,224 kr 449 kr,100% Viskos,Grön,https://www.polarnopyret.se/barnklader/overdelar/klanningar/klanning-med-elastisk-smock-gron-60408409-607,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853821293.jpg?ref=57A248DE8B&w=960&h=960&mode=max,60408409
T-shirt med tryck gul,polarnopyret,unisex,"Solhattar
(33)",146 152,64 kr 129 kr,100% Bomull,Gul,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-gul-60408465-613,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853823884.jpg?ref=7471314EC9&w=960&h=960&mode=max,60408465
Sandaler kavat sand wp mörk marinblå,polarnopyret,unisex,"Solhattar
(33)",29 30,100 kr 199 kr,100% Gummi,Mörk marinblå,https://www.polarnopyret.se/barnklader/outlet/sandaler-kavat-sand-wp-mork-marinbla-60367861-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325852753311_1.jpg?ref=BF906821A9&w=960&h=960&mode=max,60367861
Solkeps med volang vit,polarnopyret,unisex,"Solhattar
(33)",52 54,74 kr 149 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/badklader/solhattar/solkeps-med-volang-vit-60403536-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853648890.jpg?ref=34EE1C576A&w=960&h=960&mode=max,60403536
2-pack randiga strumpor rosa,polarnopyret,unisex,"Solhattar
(33)",40 42,50 kr 99 kr,"75% Bomull, 23% Polyamid, 2% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/2-pack-randiga-strumpor-rosa-60400334-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853554924.jpg?ref=8D31F6B7B0&w=960&h=960&mode=max,60400334
Stråhatt vit,polarnopyret,unisex,"Solhattar
(33)",52 54,90 kr 179 kr,100% Pappersstrå,Vit,https://www.polarnopyret.se/barnklader/badklader/solhattar/strahatt-vit-60403504-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853648685.jpg?ref=4DDDB87F66&w=960&h=960&mode=max,60403504
Uv- byxor turkos,polarnopyret,unisex,"Solhattar
(33)",110 116,124 kr 249 kr,"78% Polyamid, 22% Elastan",Turkos,https://www.polarnopyret.se/barnklader/badklader/badbyxor/uv-byxor-turkos-60403343-832,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853644069.jpg?ref=3825BDF109&w=960&h=960&mode=max,60403343
Byxor med brodyr beige,polarnopyret,unisex,"Solhattar
(33)",80,114 kr 229 kr,"98% Bomull, 2% Elastan",Beige,https://www.polarnopyret.se/barnklader/underdelar/byxor-jumpsuits/byxor-med-brodyr-beige-60408653-317,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831124.jpg?ref=D8C534B31D&w=960&h=960&mode=max,60408653
Hålmönstrade strumpbyxor baby vit,polarnopyret,unisex,"Solhattar
(33)",86 92,74 kr 149 kr,"81% Bomull, 17% Polyester, 2% Elastan",Vit,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpbyxor/halmonstrade-strumpbyxor-baby-vit-60404127-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853676213.jpg?ref=1A8B13296E&w=960&h=960&mode=max,60404127
Uv- keps med volang baby rosa,polarnopyret,unisex,"Solhattar
(33)",44 46,90 kr 179 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/uv-keps-med-volang-baby-rosa-60403327-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641204.jpg?ref=2A43DE5CEA&w=960&h=960&mode=max,60403327
Hoodie med dragkedja och kort ärm gul,polarnopyret,unisex,"Solhattar
(33)",116,174 kr 349 kr,"80% Bomull,20% Polyester",Gul,https://www.polarnopyret.se/barnklader/badklader/badrockar/hoodie-med-dragkedja-och-kort-arm-gul-60408497-613,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853826038.jpg?ref=16900C13BF&w=960&h=960&mode=max,60408497
T-shirt med tryck och broderi turkos,polarnopyret,unisex,"Solhattar
(33)",116,124 kr 249 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-och-broderi-turkos-60408657-833,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831292.jpg?ref=6AA4179677&w=960&h=960&mode=max,60408657
Enfärgade strumpbyxor baby rosa,polarnopyret,unisex,"Solhattar
(33)",86 92,64 kr 129 kr,"80% Bomull, 14% Polyester, 3% Polyamid, 3% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpbyxor/enfargade-strumpbyxor-baby-rosa-60400337-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853555129.jpg?ref=8068A98548&w=960&h=960&mode=max,60400337
Enfärgade leggings rosa,polarnopyret,unisex,"Solhattar
(33)",146 152,100 kr 199 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underdelar/leggings/enfargade-leggings-rosa-60400322-508,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853554245.jpg?ref=614895E5B8&w=960&h=960&mode=max,60400322
Pikéklänning korallrosa,polarnopyret,unisex,"Solhattar
(33)",116,174 kr 349 kr,"68% Viskos,28% Polyamid, 4% Elastan",Korallrosa,https://www.polarnopyret.se/barnklader/overdelar/klanningar/pikeklanning-korallrosa-60408331-851,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853818644.jpg?ref=EDAD43E739&w=960&h=960&mode=max,60408331
Klänning med krage baby ljusblå,polarnopyret,unisex,"Solhattar
(33)",80,124 kr 249 kr,100% Bomull,Ljusblå,https://www.polarnopyret.se/barnklader/kollektioner/festklader/klanning-med-krage-baby-ljusbla-60408629-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853829787.jpg?ref=EB07E4CC95&w=960&h=960&mode=max,60408629
Shorts med blomtryck korall,polarnopyret,unisex,"Solhattar
(33)",116,150 kr 299 kr,"97% Bomull,3% Elastan",Korall,https://www.polarnopyret.se/barnklader/underdelar/shorts/shorts-med-blomtryck-korall-60408390-619,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853820555.jpg?ref=377AC08165&w=960&h=960&mode=max,60408390
Pikétröja med applikation mörkblå,polarnopyret,unisex,"Solhattar
(33)",116,124 kr 249 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/piketroja-med-applikation-morkbla-60408668-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853832350.jpg?ref=F9A808A0D4&w=960&h=960&mode=max,60408668
T-shirt med tryck och broderi turkos,polarnopyret,unisex,"Solhattar
(33)",146 152,124 kr 249 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-och-broderi-turkos-60408658-833,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831346.jpg?ref=7089AFEE0B&w=960&h=960&mode=max,60408658
Stråhatt med surfbrädor röd,polarnopyret,unisex,"Solhattar
(33)",52 54,90 kr 179 kr,100% Pappersstrå,Röd,https://www.polarnopyret.se/barnklader/badklader/solhattar/strahatt-med-surfbrador-rod-60403496-855,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853648593.jpg?ref=8CA8FA1D4A&w=960&h=960&mode=max,60403496
