article_no,gender,category,price,size,brand
13908,unisex,ytterkläder,300,130,lager157
13908,unisex,ytterkläder,300,150,lager157
13908,unisex,ytterkläder,300,110,lager157
13908,unisex,ytterkläder,300,160,lager157
13908,unisex,ytterkläder,300,140,lager157
13908,unisex,ytterkläder,300,120,lager157
13908,unisex,ytterkläder,300,90,lager157
13908,unisex,ytterkläder,300,100,lager157
13908,unisex,ytterkläder,300,130,lager157
13908,unisex,ytterkläder,300,150,lager157
13908,unisex,ytterkläder,300,110,lager157
13908,unisex,ytterkläder,300,160,lager157
13908,unisex,ytterkläder,300,140,lager157
13908,unisex,ytterkläder,300,120,lager157
13461,unisex,ytterkläder,70,90,lager157
13461,unisex,ytterkläder,70,100,lager157
13461,unisex,ytterkläder,70,130,lager157
13461,unisex,ytterkläder,70,150,lager157
13461,unisex,ytterkläder,70,110,lager157
13461,unisex,ytterkläder,70,160,lager157
13461,unisex,ytterkläder,70,140,lager157
13461,unisex,ytterkläder,70,120,lager157
13461,unisex,ytterkläder,70,90,lager157
13461,unisex,ytterkläder,70,100,lager157
13461,unisex,ytterkläder,70,130,lager157
13461,unisex,ytterkläder,70,150,lager157
13461,unisex,ytterkläder,70,110,lager157
13461,unisex,ytterkläder,70,160,lager157
13461,unisex,ytterkläder,70,140,lager157
13461,unisex,ytterkläder,70,120,lager157
13461,unisex,ytterkläder,70,90,lager157
13461,unisex,ytterkläder,70,100,lager157
13461,unisex,ytterkläder,70,130,lager157
13461,unisex,ytterkläder,70,150,lager157
13461,unisex,ytterkläder,70,110,lager157
13461,unisex,ytterkläder,70,160,lager157
13461,unisex,ytterkläder,70,140,lager157
13461,unisex,ytterkläder,70,120,lager157
13461,unisex,ytterkläder,70,90,lager157
13461,unisex,ytterkläder,70,100,lager157
13461,unisex,ytterkläder,70,130,lager157
13461,unisex,ytterkläder,70,150,lager157
13461,unisex,ytterkläder,70,110,lager157
13461,unisex,ytterkläder,70,160,lager157
13461,unisex,ytterkläder,70,140,lager157
13461,unisex,ytterkläder,70,120,lager157
13765,unisex,ytterkläder,150,90,lager157
13765,unisex,ytterkläder,150,100,lager157
13765,unisex,ytterkläder,150,130,lager157
13765,unisex,ytterkläder,150,150,lager157
13765,unisex,ytterkläder,150,110,lager157
13765,unisex,ytterkläder,150,160,lager157
13765,unisex,ytterkläder,150,140,lager157
13765,unisex,ytterkläder,150,120,lager157
13765,unisex,ytterkläder,150,90,lager157
13765,unisex,ytterkläder,150,100,lager157
13765,unisex,ytterkläder,150,130,lager157
13765,unisex,ytterkläder,150,150,lager157
13765,unisex,ytterkläder,150,110,lager157
13765,unisex,ytterkläder,150,160,lager157
13765,unisex,ytterkläder,150,140,lager157
13765,unisex,ytterkläder,150,120,lager157
13765,unisex,ytterkläder,150,90,lager157
13765,unisex,ytterkläder,150,100,lager157
13765,unisex,ytterkläder,150,130,lager157
13765,unisex,ytterkläder,150,150,lager157
13765,unisex,ytterkläder,150,110,lager157
13765,unisex,ytterkläder,150,160,lager157
13765,unisex,ytterkläder,150,140,lager157
13765,unisex,ytterkläder,150,120,lager157
10451,unisex,funktionsplagg,250,90,lager157
10451,unisex,funktionsplagg,250,100,lager157
10451,unisex,funktionsplagg,250,130,lager157
10451,unisex,funktionsplagg,250,150,lager157
